folder,run_index,program_index,program_name
13_OPC_like_2,1,4,Potassium and Calcium Channel-Driven Invasiveness
13_OPC_like_2,1,5,Lipid and Sterol Metabolism Adaptation
13_OPC_like_2,1,6,Immune Checkpoint and T-Cell Suppression
13_OPC_like_2,1,7,Notch Pathway-Driven Stemness
13_OPC_like_2,1,8,Semaphorin-Neuropilin Axis
13_OPC_like_2,1,9,Homologous Recombination and DNA Repair
13_OPC_like_2,1,10,Transcriptional Regulation of Neural Differentiation
13_OPC_like_2,1,11,Thyroid Hormone Activation and H2S Metabolism
13_OPC_like_2,2,0,Oligodendrocyte Differentiation and Myelination
13_OPC_like_2,2,1,White Matter Invasion and Demyelination Response
13_OPC_like_2,2,2,GPR17-Mediated OPC Arrest and Tumor Suppression
13_OPC_like_2,2,3,Neuron-Glioma Synaptic Plasticity and Growth Promotion
13_OPC_like_2,2,4,Cell Adhesion and Invasion Suppression
13_OPC_like_2,2,5,Semaphorin-Plexin Axon Guidance and Angiogenesis Regulation
13_OPC_like_2,2,6,Thrombospondin-1 Immunosuppression and Vascular Regulation
13_OPC_like_2,2,7,Immune Checkpoint and Phagocytosis Regulation
13_OPC_like_2,2,8,Lipid Transport and Myelin Lipid Homeostasis
13_OPC_like_2,2,9,Kinesin-Mediated Intracellular Transport and Neuronal Development
13_OPC_like_2,2,10,Notch Signaling and Intratumoral Heterogeneity
13_OPC_like_2,2,11,BMP Signaling and Tumor Angiogenesis
13_OPC_like_2,2,12,Glutamate Excitotoxicity and Neuronal Damage
13_OPC_like_2,2,13,Transcriptional Regulation of Oligodendroglial Programs
13_OPC_like_2,2,14,Neuronal Activity-Dependent Dendritic Plasticity in GBM
13_OPC_like_2,2,15,Tumor Microenvironment Remodeling and Hypoxia Response
