run_id,metamodule,annotation,folder,run_index,program_index,program_name,description,supporting_genes,supporting_gene_count,significance_score,predicted_impacts
0_Gliosis_run1,0,Gliosis,0_Gliosis,1,10,Immune Checkpoint and T Cell Suppression,"Program establishing immune checkpoint-mediated suppression of anti-tumor T cell responses. PD-L1 (CD274) is upregulated on GBM cells and tumor-associated myeloid cells, interacting with PD-1 on T cells to inhibit proliferation and promote exhaustion. LIF (leukemia inhibitory factor) contributes to immunosuppressive signaling. SAA1 and SAA2 (serum amyloid A) are acute-phase proteins upregulated in GBM and involved in immune suppression. These factors collectively establish profound resistance to checkpoint blockade immunotherapy.","[""CD274"", ""LIF"", ""SAA1"", ""SAA2""]",4,0.75,"[""Suppression of effector T cell proliferation and cytokine production"", ""Promotion of CD8+ T cell exhaustion and functional impairment"", ""Expansion of immunosuppressive regulatory T cell populations"", ""Evasion of checkpoint inhibitor monotherapy despite PD-L1/PD-1 blockade"", ""Poor prognostic outcome associated with high CD274 expression"", ""Potential for combination strategies targeting multiple checkpoint pathways""]"
0_Gliosis_run1,0,Gliosis,0_Gliosis,1,11,mRNA-Based Mesenchymal Signaling,"Non-coding functional program where SERPINE1 mRNA itself, independent of protein-coding function, confers mesenchymal characteristics through sequestration of microRNAs and regulation of splicing factors. SERPINE1 mRNA binds to TRA2B splicing factor, downregulating immune response-associated genes. This program represents emerging evidence of regulatory RNAs functioning independently of protein translation, with implications for therapeutic targeting.","[""SERPINE1""]",1,0.68,"[""Enhanced cell migration and invasion independent of SERPINE1 protein expression"", ""Resistance to anoikis through mRNA-mediated sequestration of anti-survival miRNAs"", ""Increased glycolytic activity driven by mRNA signaling"", ""Suppression of immune response genes reducing anti-tumor immunity"", ""Reduced CD8+ T cell infiltration correlating with SERPINE1 mRNA expression"", ""Resistance to miRNA-based therapeutic approaches""]"
0_Gliosis_run2,0,Gliosis,0_Gliosis,2,0,EMT-Driven Invasion Program,"A coordinated gene program mediating epithelial-mesenchymal transition and cellular invasiveness in glioblastoma. This program includes transcriptional regulators (FOSL1, KLF5, NFATC2), extracellular matrix components and remodelers (SERPINE1, COL5A1, COL6A2, COL1A2, FN1, SMOC2, ITGBL1), and cell adhesion/migration effectors (EMP1, CAV1, MYOF, KANK4, ICAM1). The program drives mesenchymal identity, enhanced cell motility, and increased invasive capacity into surrounding brain tissue.","[""SERPINE1"", ""EMP1"", ""COL5A1"", ""COL6A2"", ""COL1A2"", ""FN1"", ""SMOC2"", ""ITGBL1"", ""FOSL1"", ""KLF5"", ""NFATC2"", ""CAV1"", ""MYOF"", ""KANK4"", ""ICAM1""]",15,0.92,"[""Enhanced cell migration and invasiveness into brain parenchyma"", ""Increased mesenchymal identity with reduced epithelial markers"", ""Remodeling of focal adhesion architecture"", ""Facilitated ECM degradation and rearrangement"", ""Acquisition of stem-like properties"", ""Enhanced resistance to conventional therapies""]"
0_Gliosis_run2,0,Gliosis,0_Gliosis,2,1,Pro-Inflammatory Cytokine Signaling,"A gene program centered on production and signaling of pro-inflammatory cytokines that drive GBM development and progression. This program includes IL-6, IL-8 (CXCL8), IL-1 receptor (IL1R1), IL-4 receptor (IL4R), leukemia inhibitory factor (LIF), and cardiotrophin-like cytokine factor 1 (CLCF1). These cytokines signal through receptors and downstream pathways (STAT3, NF-κB) to promote tumor cell proliferation, survival, and create an immunosuppressive microenvironment.","[""IL6"", ""CXCL8"", ""IL1R1"", ""IL4R"", ""LIF"", ""CLCF1"", ""TNFAIP3""]",7,0.88,"[""Enhanced proliferation via STAT3 and NF-\u03baB activation"", ""Increased cell survival and reduced apoptosis"", ""Promotion of immunosuppressive microenvironment"", ""Maintenance of cancer stem cell properties"", ""Enhanced angiogenesis through secondary signals"", ""Recruitment and polarization of myeloid cells""]"
0_Gliosis_run2,0,Gliosis,0_Gliosis,2,2,Angiogenesis and Vascular Signaling,"A gene program driving tumor neovascularization through VEGF and apelin signaling pathways. This program includes VEGFA, APLN (apelin), CHI3L1, PTX3, and CLCF1. These genes promote endothelial cell proliferation, migration, and vascular formation, particularly under hypoxic conditions. The program creates the highly vascularized phenotype characteristic of GBM and enables nutrient delivery to support rapid tumor growth.","[""VEGFA"", ""APLN"", ""CHI3L1"", ""PTX3"", ""CLCF1""]",5,0.85,"[""Enhanced vascular density and complexity within tumor"", ""Increased oxygen and nutrient delivery to tumor core"", ""Facilitation of tumor expansion into surrounding brain"", ""Promotion of aberrant vascular morphology (tortuous, leaky vessels)"", ""Enhanced BBB disruption and vasogenic edema"", ""Promotion of vascular-associated tumor cell invasion""]"
0_Gliosis_run2,0,Gliosis,0_Gliosis,2,3,Immune Evasion and Checkpoint Activation,"A gene program enabling GBM escape from anti-tumor immune surveillance through upregulation of checkpoint ligands, immunosuppressive factors, and immune cell reprogramming mechanisms. This program includes PD-L1 (CD274), IDO1, complement factor H (CFH), and chemokines (CXCL10, CXCL14, CXCL2). These genes create an immunosuppressive microenvironment through T cell exhaustion, regulatory T cell expansion, myeloid-derived suppressor cell recruitment, and complement inhibition.","[""CD274"", ""IDO1"", ""CFH"", ""CXCL10"", ""CXCL14"", ""CXCL2"", ""GBP2""]",7,0.87,"[""Impaired anti-tumor CD8+ T cell response"", ""Expansion of immunosuppressive regulatory T cells (Tregs)"", ""Increased immunosuppressive myeloid cell accumulation"", ""Enhanced complement resistance on tumor cell surface"", ""Reduced responsiveness to checkpoint inhibitor monotherapy"", ""Creation of immunosuppressive microenvironment resistant to immunotherapy""]"
0_Gliosis_run2,0,Gliosis,0_Gliosis,2,4,Extracellular Matrix Proteolysis,"A gene program controlling degradation and remodeling of extracellular matrix through multiple protease systems and their regulators. This program includes serine protease inhibitors and activators (SERPINE1, SAA1, SAA2, SAA4), metalloproteinase regulators (MYOF), and cross-linking enzymes (F13A1). These genes enable ECM degradation to facilitate tumor cell migration, invasion, and colonization of brain tissue.","[""SERPINE1"", ""SAA1"", ""SAA2"", ""SAA4"", ""MYOF"", ""F13A1"", ""ANPEP""]",7,0.82,"[""Increased ECM degradation facilitating invasion"", ""Enhanced migration through tissue barriers"", ""Facilitated epithelial-mesenchymal transition"", ""Increased availability of cryptic ECM epitopes"", ""Enhanced protease-mediated release of growth factors"", ""Support for basement membrane penetration""]"
0_Gliosis_run2,0,Gliosis,0_Gliosis,2,5,Glioma Stem Cell Maintenance,"A gene program sustaining cancer stem cell properties including self-renewal, pluripotency, and differentiation resistance. This program includes transcriptional regulators (HMGA2, KLF5, NFATC2), anti-apoptotic factors (BAG3, BIRC3), stem cell growth factors (LIF, ANGPTL4), and markers of stemness. These genes maintain the pool of tumor-initiating cells resistant to therapy and responsible for tumor recurrence.","[""HMGA2"", ""KLF5"", ""NFATC2"", ""BAG3"", ""BIRC3"", ""LIF"", ""ANGPTL4""]",7,0.86,"[""Enhanced self-renewal capacity of tumor-initiating cells"", ""Maintenance of pluripotency-related gene expression"", ""Increased resistance to differentiation signals"", ""Enhanced tumorigenicity in in vivo models"", ""Resistance to conventional chemotherapy and radiation"", ""Promotion of tumor recurrence and relapse""]"
0_Gliosis_run2,0,Gliosis,0_Gliosis,2,6,Hypoxia Adaptation and Response,"A gene program enabling GBM survival and proliferation in low-oxygen microenvironment through metabolic reprogramming and stress response mechanisms. This program includes hypoxia-regulated genes (NDRG1, IDO1), metabolic enzymes, and cell cycle regulators. These genes allow tumor cells to adapt to severe hypoxia in the tumor core and pseudopalisading regions.","[""NDRG1"", ""IDO1""]",2,0.76,"[""Survival in severely hypoxic tumor core (0.1-1% oxygen)"", ""Increased tolerance to oxidative stress"", ""Maintenance of proliferation despite oxygen deprivation"", ""Enhanced invasiveness at tumor periphery"", ""Transition between proneural and mesenchymal states"", ""Support for pseudopalisade formation and function""]"
0_Gliosis_run2,0,Gliosis,0_Gliosis,2,7,Macrophage/Microglia Reprogramming,"A gene program recruiting and reprogramming myeloid cells toward tumor-supporting phenotypes. This program includes toll-like receptor signaling (TLR2), chemokines (CXCL10, CXCL14, CXCL2), acute-phase proteins (SAA1, SAA2, SAA4, PTX3), and cell adhesion molecules (ICAM1, CCN1). These genes create a chemotactic gradient and provide signals that convert infiltrating macrophages and microglia into immunosuppressive, pro-tumoral cells.","[""TLR2"", ""CXCL10"", ""CXCL14"", ""CXCL2"", ""SAA1"", ""SAA2"", ""SAA4"", ""PTX3"", ""ICAM1"", ""CCN1"", ""GBP2""]",11,0.84,"[""Increased infiltration of macrophages and microglia into tumor"", ""Conversion to immunosuppressive M2-like phenotype"", ""Enhanced production of pro-tumoral cytokines"", ""Increased tumor-associated macrophage (TAM)-mediated angiogenesis"", ""Reduced CD8+ T cell activation and function"", ""Enhanced tumor cell invasion and metastatic potential""]"
0_Gliosis_run2,0,Gliosis,0_Gliosis,2,8,Apoptosis Resistance and Survival Signaling,"A gene program preventing programmed cell death and enabling survival under stress conditions through multiple anti-apoptotic mechanisms. This program includes inhibitor of apoptosis proteins (BIRC3, BAG3), TNF-regulated factors (TNFAIP3, TNFAIP2), and cell cycle checkpoint regulators (GADD45A). These genes suppress intrinsic and extrinsic apoptotic pathways while maintaining proliferative capacity.","[""BAG3"", ""BIRC3"", ""TNFAIP3"", ""TNFAIP2"", ""GADD45A"", ""FAS""]",6,0.8,"[""Resistance to intrinsic (mitochondrial) apoptosis pathway"", ""Reduced responsiveness to TNF-\u03b1 and FAS ligand"", ""Enhanced survival under therapeutic stress"", ""Reduced sensitivity to chemotherapy and radiotherapy"", ""Increased cell proliferation despite damage signals"", ""Resistance to immunogenic cell death""]"
0_Gliosis_run2,0,Gliosis,0_Gliosis,2,9,Growth Factor and Receptor Signaling,"A gene program coordinating mitogenic signaling through multiple growth factor receptors and their downstream effectors. This program includes receptor tyrosine kinases (MET, AXL), their ligands, and signaling molecules (SPP1, IL4R). These genes activate phosphoinositide-3-kinase/AKT/mTOR and mitogen-activated protein kinase/ERK pathways driving proliferation and survival.","[""MET"", ""AXL"", ""SPP1"", ""IL4R""]",4,0.78,"[""Enhanced proliferation via PI3K/AKT and MAPK/ERK pathways"", ""Increased cell survival and apoptosis resistance"", ""Enhanced migration and invasion"", ""Increased sensitivity to growth factors"", ""Sustained tumorigenic signaling independent of EGFR"", ""Potential escape from EGFR-targeted therapies""]"
0_Gliosis_run2,0,Gliosis,0_Gliosis,2,10,Transcriptional Master Regulation,"A gene program establishing core transcriptional networks governing GBM phenotype through master transcription factors and their regulatory complexes. This program includes FOSL1 (AP-1 family), KLF5 (zinc finger family), NFATC2 (calcineurin-dependent), and associated regulatory proteins (RCAN2). These transcription factors control chromatin accessibility and activate large cohorts of target genes driving mesenchymal identity and stemness.","[""FOSL1"", ""KLF5"", ""NFATC2"", ""RCAN2""]",4,0.83,"[""Coordinate regulation of large transcriptional programs"", ""Maintenance of mesenchymal gene signature"", ""Control of chromatin accessibility at key loci"", ""Integration of multiple signaling inputs into transcriptional response"", ""Establishment of GBM subtype identity"", ""Resistance to differentiation signals""]"
0_Gliosis_run2,0,Gliosis,0_Gliosis,2,11,Inflammatory Lipid Mediator Signaling,"A gene program centered on production and signaling of arachidonic acid-derived inflammatory mediators, particularly prostaglandins. This program includes cyclooxygenase-2 (PTGS2), its target prostaglandin E2 (PGE2), and downstream signaling through EP receptors. These genes create a pro-inflammatory microenvironment promoting tumor growth and therapeutic resistance.","[""PTGS2""]",1,0.75,"[""Increased local PGE2 concentration in tumor microenvironment"", ""Enhanced GBM cell proliferation via EP1 receptor"", ""Increased GBM cell survival and radiation resistance via EP2 and EP4"", ""Enhanced GBM cell migration"", ""Maintenance of cancer stem cell self-renewal"", ""Promotion of angiogenesis and immunosuppression""]"
0_Gliosis_run2,0,Gliosis,0_Gliosis,2,12,Cellularity and Structural Organization,"A gene program involving structural proteins and organizational factors contributing to GBM cellularity and architectural features. This program includes ribosomal proteins (RPS5, RPS18, RPS27), cell cycle regulators, and developmental morphogens (SLIT3). These genes support basic cellular infrastructure and mass while also modulating cell behavior.","[""RPS5"", ""RPS18"", ""RPS27"", ""SLIT3""]",4,0.65,"[""Enhanced protein synthesis capacity"", ""Increased ribosomal biogenesis"", ""Support for rapid proliferation"", ""Potentially altered cell morphology and migration"", ""Modified developmental signaling""]"
0_Gliosis_run2,0,Gliosis,0_Gliosis,2,13,Metabolic Adaptation and Nutrient Sensing,"A gene program enabling GBM cells to survive and proliferate in nutrient-poor, hypoxic tumor microenvironment through metabolic flexibility and nutrient scavenging. This program includes amino acid metabolism genes (IDO1, kynurenine pathway), lipid-handling genes (GPD1, DHRS3, LRAT), and nutrient transporters (SLC10A6, GPC5). These genes allow metabolic switching and nutrient acquisition to sustain tumor growth.","[""IDO1"", ""GPD1"", ""DHRS3"", ""LRAT"", ""SLC10A6"", ""GPC5""]",6,0.78,"[""Enhanced survival in nutrient-deprived microenvironment"", ""Increased biosynthetic capacity for rapid proliferation"", ""Metabolic flexibility enabling adaptation to regional microenvironmental variations"", ""Simultaneous immunosuppression through tryptophan depletion"", ""Acquisition of lipids for membrane biogenesis and signaling"", ""Reduced dependence on exogenous nutrient availability""]"
0_Gliosis_run2,0,Gliosis,0_Gliosis,2,14,DNA Damage Response and Genomic Stability,"A gene program responding to DNA damage and maintaining genomic stability under therapeutic and oxidative stress. This program includes DNA damage-inducible genes (GADD45A), cell cycle checkpoints (RRAD, NPR3), and oxidative stress responses. These genes enable GBM cells to survive DNA-damaging therapies and maintain proliferation despite accumulated genomic alterations.","[""GADD45A"", ""RRAD"", ""NPR3""]",3,0.7,"[""Enhanced tolerance of DNA damage from radiation and chemotherapy"", ""Continued proliferation despite checkpoint signals"", ""Maintenance of genomic stability despite accumulated mutations"", ""Reduced sensitivity to temozolomide"", ""Potential development of therapeutic resistance""]"
1_OPC_AC_like_1_run1,1,OPC-AC-like 1,1_OPC_AC_like_1,1,0,CD44-mediated Invasive Adhesion,Coordinated regulation of cell-cell and cell-matrix adhesion through CD44 receptor interactions with hyaluronic acid and other extracellular matrix components. CD44 mediates formation of microtentacles and stabilizes migrating cell morphology during glioma invasion through orchestration of cytoskeletal dynamics and downstream signaling pathways.,"[""CD44"", ""ITGB4""]",2,0.92,"[""Enhanced dynamic adhesion enabling rapid migration through matrix-rich brain parenchyma"", ""Switching between individual and collective migration modes"", ""Increased tumor cell invasiveness and reduced chemoresistance through CD44-mediated multidrug transporter activation"", ""Resistance to conventional therapies through CD44-dependent survival signaling""]"
1_OPC_AC_like_1_run1,1,OPC-AC-like 1,1_OPC_AC_like_1,1,1,Integrin-mediated Migration and EMT,"ITGB4 integrin functions as a mechanosensor promoting tumor migration and invasion through epithelial-mesenchymal transition (EMT) programs, activated by engagement with extracellular ligands and coordinated with growth factor receptor signaling via focal adhesion kinase and phosphoinositide 3-kinase pathways.","[""ITGB4""]",1,0.88,"[""Enhanced FAK-mediated signaling promoting migration and invasion capacity"", ""Coordinated activation of EMT programs enhancing mesenchymal phenotype"", ""Increased phosphorylation and activation of downstream AKT and ERK pathways"", ""Promotion of collective invasion through matrix-associated signaling""]"
1_OPC_AC_like_1_run1,1,OPC-AC-like 1,1_OPC_AC_like_1,1,2,N-cadherin-dependent Context-specific Migration,"N-cadherin (CDH2) functions as a context-dependent regulator of glioma cell migration, promoting movement on neural cell surfaces while inhibiting migration through extracellular matrix. Intercellular homotypic N-cadherin interactions enable collective invasion through alternating engagement with different cellular environments.","[""CDH18""]",1,0.75,"[""Promotion of migration along white matter tracts and gray matter interfaces"", ""Facilitation of collective invasion with coordinated cell movement"", ""Dynamic switching between migration routes based on local environment"", ""Reduced individual cell migration capacity but enhanced coordinated advancement""]"
1_OPC_AC_like_1_run1,1,OPC-AC-like 1,1_OPC_AC_like_1,1,3,Extracellular Matrix Remodeling,"Active ECM remodeling via ADAMTS family proteases, collagen biosynthesis and deposition, and tenascin-C expression in glioblastoma creates a permissive microenvironment for tumor progression. ECM components serve as both structural scaffolds and bioactive signaling molecules regulating tumor cell behavior.","[""ADAMTS5"", ""COL20A1"", ""TNR""]",3,0.83,"[""Enhanced tumor cell migration through enzymatic matrix degradation"", ""Creation of physical scaffolds supporting collective invasion"", ""Generation of bioactive ECM fragments promoting tumor cell signaling"", ""Promotion of vascular invasion and angiogenesis through TNC-mediated effects""]"
1_OPC_AC_like_1_run1,1,OPC-AC-like 1,1_OPC_AC_like_1,1,4,Metabolic Reprogramming and Redox Homeostasis,"Coordinated upregulation of oxidative phosphorylation (via PPARGC1A), cystine-glutamate exchange (via SLC7A11), and DNA repair mechanisms (via EEPD1) enables glioblastoma cells to manage replication stress, maintain redox balance, and sustain proliferation under nutrient-limited conditions.","[""PPARGC1A"", ""SLC7A11"", ""EEPD1""]",3,0.81,"[""Enhanced ATP production supporting high energy demands of proliferation"", ""Maintenance of reducing potential enabling rapid biosynthesis"", ""Protection from ferroptosis and oxidative stress-induced apoptosis"", ""Sustained proliferation under nutrient-limited tumor microenvironment"", ""Increased resistance to oxidative therapy-induced damage""]"
1_OPC_AC_like_1_run1,1,OPC-AC-like 1,1_OPC_AC_like_1,1,5,Immune Evasion and Checkpoint Regulation,Coordinated suppression of MHC class I antigen presentation via altered NLRC5 signaling and expression of immunomodulatory molecules enables glioblastoma cells to escape T cell recognition. Extracellular vesicle-mediated transfer of Arc protein facilitates intercellular communication within tumor cell networks and immune evasion.,"[""NLRC5"", ""ARC"", ""CD44""]",3,0.76,"[""Reduced MHC class I expression on tumor cell surface limiting CD8+ T cell recognition"", ""Enhanced intercellular communication through EV-mediated mRNA transfer"", ""Promotion of glioma cell heterogeneity and plasticity through Arc signaling"", ""Facilitation of adaptive immune evasion mechanisms""]"
